Date,Predicted_Close
2025-10-14,118841.340859375
2025-10-15,118373.677578125
2025-10-16,117597.734453125
2025-10-17,116018.8578125
2025-10-18,115992.553046875
2025-10-19,114615.1765625
2025-10-20,114774.30703125
